8.426996572827992082e+00,6.145520015726724239e-02,-8.803738188065382553e-02,-7.867615064329076813e-02,-1.707988864461856826e-02,-7.678027652278797410e-03,-6.444771228056147064e-04,1.071781659154105379e-02,3.496208248438071112e-03,1.968272813082303820e-03,-1.171493861957237023e-02,1.184469227723073314e-03,5.502269629048548230e-04,-6.630466981682900558e-03,-2.277388581008493035e-03
6.145520015726726321e-02,3.076244904960446558e+00,-1.069152121695689517e-01,2.232959977685420802e-02,4.240393811783232242e-02,-1.867510157153337569e-02,4.345753585727718873e-03,-2.508014525740191736e-02,1.612515041594284049e-02,1.289002795066256958e-02,6.397979279107849932e-04,-6.893311442643063752e-03,2.033270699285967022e-03,-1.194305758371038209e-02,-9.776536494587685644e-03
-8.803738188065383941e-02,-1.069152121695689794e-01,1.588582966241180117e+00,-7.879627940097052446e-03,1.354216567497704971e-01,1.767212604266575962e-02,-3.442192669620907719e-04,-5.384319179976474953e-03,-9.796500603337782165e-04,-3.670264117339864726e-03,-2.253324588032316542e-03,2.727724328900777220e-03,1.823065932219164074e-03,4.384719384820779222e-04,2.907464832765665683e-03
-7.867615064329075425e-02,2.232959977685421496e-02,-7.879627940097052446e-03,7.006494577849525784e-01,2.235344747882780578e-02,-3.547133554358094382e-02,-8.320803018606768783e-03,-1.402744093430037531e-02,3.632185179252732897e-03,2.113665373407922887e-03,-2.550664852928768208e-05,1.572244439464934264e-03,-1.217357136336214528e-03,-3.643125019117059594e-03,-2.307858275222961480e-03
-1.707988864461857520e-02,4.240393811783232242e-02,1.354216567497704971e-01,2.235344747882780925e-02,3.681800024319282216e-01,-1.996692729282908627e-02,-5.085661161669491163e-03,5.032486197087630148e-03,-2.068665967165102693e-03,-4.906686830023164730e-04,1.464663201108140937e-03,7.768874534763178883e-04,4.389041483459920094e-04,1.084967547348851405e-03,9.765643708019796938e-04
-7.678027652278800880e-03,-1.867510157153338263e-02,1.767212604266576309e-02,-3.547133554358094382e-02,-1.996692729282908627e-02,1.658124784771632942e-01,8.598970767135144522e-03,1.062424834226386285e-03,2.332253276986928896e-03,-1.740699053861419080e-03,-3.073458240921542965e-03,-3.425526254797167224e-04,3.457076385656693653e-04,1.874532219963377850e-05,1.651321902798378157e-05
-6.444771228056199106e-04,4.345753585727715404e-03,-3.442192669620910972e-04,-8.320803018606767049e-03,-5.085661161669490296e-03,8.598970767135144522e-03,7.951036843023642775e-02,-3.890673525593817475e-05,-4.532341354759371679e-03,-1.972473563213782773e-04,-4.118934891398827133e-04,-3.031760726514558680e-04,1.030632851633124340e-03,1.005919655719534960e-03,1.467607072749184827e-03
1.071781659154105379e-02,-2.508014525740192083e-02,-5.384319179976475821e-03,-1.402744093430037531e-02,5.032486197087630148e-03,1.062424834226386068e-03,-3.890673525593839159e-05,3.515854331574277264e-02,8.911859716911130561e-04,-2.763015822701638436e-04,9.456514964237401578e-04,7.091529981460367466e-04,-7.395922445890815351e-05,6.105631358040346322e-04,-2.984346219660799666e-04
3.496208248438072846e-03,1.612515041594284049e-02,-9.796500603337777828e-04,3.632185179252732897e-03,-2.068665967165102693e-03,2.332253276986929330e-03,-4.532341354759371679e-03,8.911859716911130561e-04,1.889383583977940345e-02,8.296953419791917948e-04,7.182822975845593082e-05,1.674374910552831768e-04,2.659000453385349677e-04,5.587796442817305167e-05,1.647693621618645380e-04
1.968272813082304253e-03,1.289002795066256785e-02,-3.670264117339865594e-03,2.113665373407922887e-03,-4.906686830023162561e-04,-1.740699053861419513e-03,-1.972473563213783315e-04,-2.763015822701638436e-04,8.296953419791919032e-04,7.990730216925954338e-03,5.246963335216918781e-04,6.125617100363432710e-04,2.577963156174033839e-04,1.162788061543205043e-04,1.691226444998632933e-04
-1.171493861957237197e-02,6.397979279107847764e-04,-2.253324588032317409e-03,-2.550664852928822418e-05,1.464663201108140937e-03,-3.073458240921542965e-03,-4.118934891398827133e-04,9.456514964237401578e-04,7.182822975845598503e-05,5.246963335216918781e-04,5.012098860014662337e-03,9.122950623717426778e-04,3.420109371181866121e-04,4.917221682654261076e-04,3.657694777733850374e-04
1.184469227723072881e-03,-6.893311442643064620e-03,2.727724328900778088e-03,1.572244439464934480e-03,7.768874534763178883e-04,-3.425526254797167224e-04,-3.031760726514559222e-04,7.091529981460368550e-04,1.674374910552831768e-04,6.125617100363432710e-04,9.122950623717427862e-04,2.658797961548981133e-03,8.586905480819060927e-04,5.432713542721776846e-04,5.388047211169106916e-04
5.502269629048554735e-04,2.033270699285966588e-03,1.823065932219165158e-03,-1.217357136336214962e-03,4.389041483459920094e-04,3.457076385656693111e-04,1.030632851633124123e-03,-7.395922445890809930e-05,2.659000453385349134e-04,2.577963156174033839e-04,3.420109371181866121e-04,8.586905480819060927e-04,2.202697064969804698e-03,1.023453296012004961e-03,9.025638219783736023e-04
-6.630466981682900558e-03,-1.194305758371038036e-02,4.384719384820779222e-04,-3.643125019117059594e-03,1.084967547348851622e-03,1.874532219963375140e-05,1.005919655719534960e-03,6.105631358040347406e-04,5.587796442817300423e-05,1.162788061543204907e-04,4.917221682654259992e-04,5.432713542721776846e-04,1.023453296012004961e-03,2.216542806273261862e-03,1.638530782862790674e-03
-2.277388581008494336e-03,-9.776536494587687379e-03,2.907464832765665249e-03,-2.307858275222961480e-03,9.765643708019794769e-04,1.651321902798378157e-05,1.467607072749184827e-03,-2.984346219660799666e-04,1.647693621618645380e-04,1.691226444998632933e-04,3.657694777733850374e-04,5.388047211169106916e-04,9.025638219783736023e-04,1.638530782862790457e-03,2.651956707171197053e-03
